,GAME,DATE,AGE,TEAM,OPP,RESULT,MP,FG,FGA,FGP,THREE,THREEATT,THREEP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,GAME_SCORE,MINUS_PLUS
0,1,2003-10-29,18.303,CLE,SAC,L,42.0,12,20,0.6,0,2,0.0,1,3,0.333,2,4,6,9,4,0,2,25,24.7,-9
1,2,2003-10-30,18.304,CLE,PHO,L,41.0,8,17,0.471,1,5,0.2,4,7,0.571,2,10,12,8,1,0,7,21,14.7,-3
2,3,2003-11-01,18.306,CLE,POR,L,39.0,3,12,0.25,0,1,0.0,2,2,1.0,0,4,4,6,2,0,2,8,5.0,-21
3,4,2003-11-05,18.31,CLE,DEN,L,41.0,3,11,0.273,0,2,0.0,1,1,1.0,2,9,11,7,2,3,2,7,11.2,-3
4,5,2003-11-07,18.312,CLE,IND,L,44.0,8,18,0.444,1,2,0.5,6,7,0.857,0,5,5,3,0,0,7,23,9.0,-7
5,6,2003-11-08,18.313,CLE,WAS,W,45.0,8,19,0.421,0,0,,1,4,0.25,5,3,8,9,1,1,2,17,15.7,14
6,7,2003-11-10,18.315,CLE,NYK,W,34.0,7,12,0.583,3,3,1.0,0,0,,1,4,5,4,1,1,2,17,15.8,20
7,8,2003-11-12,18.317,CLE,MIA,L,42.0,6,15,0.4,2,5,0.4,4,6,0.667,1,2,3,7,2,1,4,18,12.8,-4
8,9,2003-11-14,18.319,CLE,BOS,L,35.0,3,12,0.25,2,4,0.5,2,4,0.5,1,4,5,3,0,0,4,10,0.8,-1
9,10,2003-11-15,18.32,CLE,PHI,W,47.0,10,19,0.526,0,1,0.0,2,4,0.5,0,5,5,8,1,2,5,22,15.6,8
10,11,2003-11-18,18.323,CLE,LAC,W,39.0,6,16,0.375,0,2,0.0,2,4,0.5,2,5,7,8,0,1,3,14,9.8,1
11,12,2003-11-19,18.324,CLE,WAS,L,40.0,10,18,0.556,2,4,0.5,6,8,0.75,2,5,7,8,2,1,4,28,25.0,-5
12,13,2003-11-21,18.326,CLE,MIN,L,36.0,8,19,0.421,0,2,0.0,3,3,1.0,2,7,9,2,1,0,1,19,12.2,-5
13,14,2003-11-22,18.327,CLE,ATL,L,42.0,3,16,0.188,0,1,0.0,9,10,0.9,2,4,6,4,2,1,3,15,9.3,-6
14,15,2003-11-26,18.331,CLE,NOH,L,39.0,5,17,0.294,1,4,0.25,4,4,1.0,2,6,8,9,0,0,4,15,10.2,-13
15,16,2003-11-28,18.333,CLE,DET,L,36.0,2,8,0.25,0,2,0.0,2,3,0.667,0,2,2,7,0,0,4,6,1.1,-10
16,17,2003-11-29,18.334,CLE,MEM,L,55.0,14,28,0.5,3,6,0.5,2,3,0.667,2,14,16,7,1,1,8,33,22.4,-10
17,18,2003-12-02,18.337,CLE,DEN,L,32.0,6,19,0.316,2,3,0.667,5,7,0.714,3,3,6,5,2,0,2,19,12.2,-12
18,19,2003-12-03,18.338,CLE,LAC,L,34.0,2,13,0.154,0,3,0.0,0,0,,4,2,6,8,2,0,5,4,0.9,3
19,20,2003-12-06,18.341,CLE,ATL,W,36.0,4,12,0.333,0,2,0.0,0,0,,1,5,6,5,2,1,3,8,5.8,-5
20,21,2003-12-09,18.344,CLE,TOR,L,37.0,7,16,0.438,0,0,,4,4,1.0,0,5,5,3,1,0,2,18,11.4,-2
21,22,2003-12-11,18.346,CLE,DET,W,43.0,8,21,0.381,1,3,0.333,6,8,0.75,1,2,3,9,1,1,4,23,14.8,9
22,23,2003-12-13,18.348,CLE,BOS,L,45.0,10,20,0.5,1,5,0.2,16,18,0.889,1,2,3,4,0,0,2,37,27.5,-2
23,24,2003-12-15,18.35,CLE,IND,L,44.0,10,16,0.625,0,3,0.0,7,8,0.875,1,3,4,6,3,3,6,27,23.9,-12
24,25,2003-12-17,18.352,CLE,HOU,L,36.0,7,19,0.368,2,4,0.5,1,2,0.5,0,1,1,3,0,0,2,17,5.7,-9
25,26,2003-12-19,18.354,CLE,PHI,W,42.0,14,24,0.583,5,7,0.714,3,3,1.0,1,3,4,5,4,0,4,36,29.5,9
26,27,2003-12-20,18.355,CLE,CHI,W,42.0,11,22,0.5,0,5,0.0,10,12,0.833,1,5,6,10,2,2,4,32,28.0,9
27,28,2003-12-23,18.358,CLE,NOH,W,39.0,7,22,0.318,1,6,0.167,7,8,0.875,2,4,6,2,6,1,5,22,14.3,9
28,29,2003-12-25,18.36,CLE,ORL,L,47.0,13,28,0.464,4,10,0.4,4,5,0.8,1,1,2,6,2,1,8,34,19.1,-9
29,30,2003-12-26,18.361,CLE,CHI,L,34.0,7,24,0.292,1,4,0.25,3,4,0.75,1,2,3,4,1,2,5,18,5.1,-12
30,31,2003-12-28,18.363,CLE,POR,W,39.0,15,23,0.652,0,2,0.0,2,2,1.0,3,7,10,9,3,0,5,32,30.0,11
31,32,2003-12-30,19.0,CLE,IND,L,38.0,9,20,0.45,0,4,0.0,4,6,0.667,2,8,10,4,0,0,4,22,12.6,-2
32,33,2004-01-02,19.003,CLE,NJN,L,37.0,6,19,0.316,0,4,0.0,2,4,0.5,1,3,4,9,1,0,3,14,7.4,-14
33,34,2004-01-06,19.007,CLE,NYK,W,41.0,6,17,0.353,0,2,0.0,2,2,1.0,0,4,4,10,1,1,4,14,10.0,10
34,35,2004-01-07,19.008,CLE,TOR,L,38.0,10,23,0.435,0,3,0.0,1,2,0.5,0,2,2,5,0,0,2,21,9.4,-2
35,36,2004-01-09,19.01,CLE,BOS,L,43.0,7,19,0.368,0,3,0.0,5,7,0.714,0,3,3,6,3,0,5,19,10.4,-30
36,37,2004-01-12,19.013,CLE,LAL,L,37.0,6,20,0.3,0,3,0.0,4,5,0.8,1,4,5,7,1,1,6,16,5.3,3
37,38,2004-01-13,19.014,CLE,SEA,W,44.0,11,26,0.423,0,1,0.0,5,6,0.833,4,5,9,9,2,0,4,27,20.6,11
38,39,2004-01-15,19.016,CLE,GSW,L,43.0,8,21,0.381,2,5,0.4,11,13,0.846,2,4,6,6,3,0,2,29,24.5,-14
39,40,2004-01-17,19.018,CLE,UTA,W,45.0,12,28,0.429,2,4,0.5,3,5,0.6,1,6,7,2,2,1,4,29,15.2,8
40,41,2004-01-26,19.027,CLE,ORL,W,30.0,7,19,0.368,1,2,0.5,1,2,0.5,0,5,5,3,0,2,3,16,5.5,-10
41,42,2004-01-28,19.029,CLE,MIA,W,44.0,10,25,0.4,0,1,0.0,7,10,0.7,0,5,5,4,2,1,1,27,17.9,2
42,43,2004-01-30,19.031,CLE,MIL,L,37.0,7,25,0.28,1,6,0.167,5,8,0.625,2,6,8,3,1,0,5,20,3.4,3
43,44,2004-02-01,19.033,CLE,WAS,W,43.0,14,27,0.519,1,2,0.5,9,11,0.818,3,3,6,4,0,2,6,38,23.5,0
44,45,2004-02-03,19.035,CLE,DET,W,38.0,5,19,0.263,0,1,0.0,2,2,1.0,1,3,4,6,2,0,1,12,6.7,-1
45,46,2004-02-04,19.036,CLE,LAL,L,43.0,12,26,0.462,4,4,1.0,4,5,0.8,0,4,4,4,0,0,0,32,22.2,-2
46,47,2004-02-06,19.038,CLE,MIN,L,44.0,6,18,0.333,1,3,0.333,1,4,0.25,1,8,9,5,0,0,3,14,5.4,-16
47,48,2004-02-07,19.039,CLE,WAS,L,34.0,6,16,0.375,0,0,,2,2,1.0,0,0,0,6,4,1,3,14,10.3,-24
48,49,2004-02-09,19.041,CLE,BOS,W,43.0,9,25,0.36,1,6,0.167,5,6,0.833,0,6,6,3,2,1,1,24,14.1,19
49,50,2004-02-11,19.043,CLE,NJN,L,29.0,2,13,0.154,0,1,0.0,5,5,1.0,1,1,2,5,1,0,5,9,1.2,-12
50,51,2004-02-18,19.05,CLE,DAL,L,34.0,6,12,0.5,0,0,,4,4,1.0,2,2,4,9,0,1,5,16,13.2,-15
51,52,2004-02-20,19.052,CLE,SAS,W,39.0,14,23,0.609,0,0,,4,4,1.0,2,9,11,2,2,1,2,32,27.7,3
52,53,2004-02-22,19.054,CLE,NYK,W,44.0,7,20,0.35,0,0,,8,12,0.667,1,4,5,3,1,0,1,22,12.4,11
53,54,2004-02-23,19.055,CLE,NOH,W,36.0,7,16,0.438,1,5,0.2,6,6,1.0,0,4,4,6,2,5,1,21,21.3,4
54,55,2004-02-25,19.057,CLE,HOU,L,39.0,5,18,0.278,0,2,0.0,1,3,0.333,2,5,7,5,2,1,2,11,6.3,-5
55,56,2004-02-27,19.059,CLE,ORL,W,49.0,11,19,0.579,1,1,1.0,7,8,0.875,1,10,11,3,3,1,5,30,24.8,7
56,57,2004-03-01,19.062,CLE,CHI,L,41.0,7,17,0.412,0,2,0.0,4,6,0.667,0,3,3,3,4,1,3,18,12.0,-4
57,58,2004-03-03,19.064,CLE,ATL,W,28.0,9,17,0.529,1,2,0.5,5,6,0.833,1,6,7,3,1,1,1,24,20.6,22
58,59,2004-03-05,19.066,CLE,NOH,W,37.0,7,17,0.412,2,2,1.0,3,4,0.75,2,4,6,4,2,0,4,19,10.9,1
59,60,2004-03-06,19.067,CLE,MIL,W,43.0,11,24,0.458,0,3,0.0,2,3,0.667,2,5,7,10,4,1,2,24,22.6,9
60,61,2004-03-08,19.069,CLE,ATL,W,45.0,11,23,0.478,1,4,0.25,11,13,0.846,2,4,6,7,1,0,2,34,27.6,11
61,62,2004-03-10,19.071,CLE,TOR,W,34.0,4,13,0.308,0,0,,6,7,0.857,1,2,3,4,1,0,2,14,8.4,16
62,63,2004-03-14,19.075,CLE,IND,W,44.0,12,22,0.545,0,2,0.0,2,4,0.5,0,3,3,4,3,1,4,26,16.8,5
63,64,2004-03-16,19.077,CLE,CHI,W,32.0,5,16,0.313,2,3,0.667,5,8,0.625,3,2,5,8,0,5,4,17,14.0,24
64,65,2004-03-19,19.08,CLE,UTA,L,33.0,4,14,0.286,0,2,0.0,6,10,0.6,0,0,0,7,2,1,2,14,8.6,-2
65,66,2004-03-21,19.082,CLE,DET,L,36.0,5,17,0.294,1,4,0.25,4,5,0.8,2,5,7,3,0,2,4,15,5.5,-21
66,67,2004-03-23,19.084,CLE,PHO,L,42.0,8,21,0.381,2,5,0.4,7,9,0.778,1,1,2,6,3,1,5,25,16.6,-12
67,68,2004-03-26,19.087,CLE,PHI,L,33.0,5,13,0.385,1,2,0.5,5,9,0.556,2,1,3,7,0,1,5,16,9.2,-24
68,69,2004-03-27,19.088,CLE,NJN,W,43.0,15,29,0.517,1,2,0.5,10,10,1.0,2,4,6,13,3,0,2,41,39.0,10
69,70,2004-03-29,19.09,CLE,SAS,L,32.0,9,20,0.45,0,1,0.0,0,0,,0,2,2,4,0,1,2,18,9.7,-14
70,71,2004-03-30,19.091,CLE,DAL,L,42.0,13,22,0.591,0,2,0.0,2,4,0.5,1,4,5,6,4,0,3,28,23.3,-10
71,72,2004-04-02,19.094,CLE,MIL,L,36.0,9,19,0.474,0,0,,2,2,1.0,0,7,7,7,5,0,5,20,16.1,-13
72,73,2004-04-03,19.095,CLE,GSW,L,46.0,12,28,0.429,3,5,0.6,7,11,0.636,3,5,8,10,1,1,3,34,26.5,-3
73,74,2004-04-06,19.098,CLE,TOR,L,46.0,5,17,0.294,0,0,,11,14,0.786,1,5,6,4,3,0,3,21,14.1,2
74,75,2004-04-07,19.099,CLE,MEM,L,36.0,4,11,0.364,0,0,,6,7,0.857,0,3,3,5,3,0,2,14,11.3,-11
75,76,2004-04-09,19.101,CLE,MIA,L,42.0,6,14,0.429,1,1,1.0,11,15,0.733,1,6,7,8,1,0,8,24,15.3,-16
76,77,2004-04-10,19.102,CLE,MIA,W,32.0,4,11,0.364,0,2,0.0,2,5,0.4,1,2,3,11,0,0,2,10,8.5,14
77,78,2004-04-12,19.104,CLE,MIL,W,45.0,9,20,0.45,1,4,0.25,8,11,0.727,1,6,7,9,2,0,1,27,24.8,11
78,79,2004-04-14,19.106,CLE,NYK,W,35.0,8,17,0.471,0,3,0.0,1,1,1.0,0,1,1,5,3,0,5,17,9.7,-6
79,1,2004-11-03,19.309,CLE,IND,L,50.0,8,19,0.421,2,5,0.4,10,12,0.833,1,4,5,8,1,3,6,28,20.9,-10
80,2,2004-11-04,19.31,CLE,MIA,L,43.0,9,22,0.409,2,3,0.667,1,1,1.0,3,3,6,8,1,0,1,21,17.8,-8
81,3,2004-11-06,19.312,CLE,MIL,L,42.0,8,20,0.4,0,3,0.0,15,22,0.682,2,6,8,6,3,0,4,31,23.8,-12
82,4,2004-11-09,19.315,CLE,ATL,W,48.0,8,17,0.471,1,4,0.25,8,12,0.667,1,9,10,4,4,2,3,25,22.5,14
83,5,2004-11-10,19.316,CLE,PHO,W,48.0,13,24,0.542,1,2,0.5,11,12,0.917,3,7,10,6,3,3,3,38,36.1,14
84,6,2004-11-13,19.319,CLE,WAS,W,38.0,10,20,0.5,0,3,0.0,4,5,0.8,1,8,9,4,3,2,4,24,19.9,25
85,7,2004-11-15,19.321,CLE,GSW,W,42.0,12,22,0.545,3,5,0.6,6,8,0.75,2,10,12,4,2,1,1,33,30.1,15
86,8,2004-11-18,19.324,CLE,CHA,W,30.0,8,14,0.571,2,3,0.667,1,2,0.5,1,5,6,9,0,0,1,19,18.3,21
87,9,2004-11-20,19.326,CLE,CHA,W,38.0,11,20,0.55,0,2,0.0,3,4,0.75,5,3,8,2,3,1,7,25,17.5,24
88,10,2004-11-21,19.327,CLE,NYK,L,40.0,5,15,0.333,1,3,0.333,2,3,0.667,2,7,9,10,1,1,5,13,10.1,1
89,11,2004-11-24,19.33,CLE,DET,W,38.0,15,22,0.682,2,3,0.667,11,12,0.917,3,3,6,5,3,1,3,43,39.2,12
90,12,2004-11-26,19.332,CLE,BOS,W,43.0,9,13,0.692,0,2,0.0,2,3,0.667,0,6,6,8,3,1,2,20,22.4,6
91,13,2004-11-27,19.333,CLE,CHI,W,32.0,11,17,0.647,1,2,0.5,3,4,0.75,1,6,7,7,1,0,2,26,24.5,25
92,14,2004-11-29,19.335,CLE,LAC,L,42.0,9,19,0.474,0,2,0.0,4,5,0.8,1,6,7,5,6,1,3,22,20.8,-16
93,15,2004-12-01,19.337,CLE,PHO,L,40.0,6,19,0.316,0,2,0.0,3,4,0.75,1,2,3,6,2,1,6,15,5.1,-17
94,16,2004-12-02,19.338,CLE,DEN,W,41.0,8,17,0.471,0,0,,1,2,0.5,1,7,8,9,2,1,5,17,13.5,23
95,17,2004-12-04,19.34,CLE,TOR,W,43.0,10,17,0.588,1,3,0.333,6,7,0.857,0,6,6,10,2,1,3,27,26.4,15
96,18,2004-12-07,19.343,CLE,NJN,W,46.0,11,22,0.5,0,1,0.0,5,6,0.833,0,2,2,8,3,0,3,27,20.2,6
97,19,2004-12-08,19.344,CLE,CHI,L,38.0,5,15,0.333,0,2,0.0,9,12,0.75,0,2,2,6,1,1,4,19,11.0,-22
98,20,2004-12-11,19.347,CLE,SAS,L,42.0,10,19,0.526,1,3,0.333,2,2,1.0,3,3,6,10,4,0,3,23,23.9,-18
99,21,2004-12-13,19.349,CLE,MEM,W,46.0,14,22,0.636,1,3,0.333,2,4,0.5,0,5,5,8,7,0,3,31,30.7,10
100,22,2004-12-15,19.351,CLE,POR,W,37.0,10,18,0.556,2,3,0.667,3,3,1.0,2,9,11,7,3,2,3,25,26.4,18
101,23,2004-12-16,19.352,CLE,DET,L,45.0,4,21,0.19,0,2,0.0,3,5,0.6,1,8,9,7,4,1,3,11,6.0,-8
102,24,2004-12-18,19.354,CLE,BOS,L,40.0,12,25,0.48,3,5,0.6,4,8,0.5,1,4,5,4,3,1,4,31,18.7,-1
103,25,2004-12-21,19.357,CLE,MIN,W,43.0,10,18,0.556,0,1,0.0,6,8,0.75,0,6,6,12,1,0,2,26,25.0,13
104,26,2004-12-22,19.358,CLE,NJN,L,42.0,7,18,0.389,1,1,1.0,8,10,0.8,1,8,9,9,1,0,4,23,18.0,-3
105,27,2004-12-26,19.362,CLE,NOH,W,45.0,7,16,0.438,0,1,0.0,8,9,0.889,1,8,9,14,4,1,5,22,25.0,8
106,28,2004-12-28,19.364,CLE,ATL,W,46.0,13,25,0.52,3,5,0.6,11,14,0.786,1,8,9,7,1,0,1,40,33.7,8
107,29,2004-12-29,19.365,CLE,HOU,L,17.0,0,5,0.0,0,1,0.0,3,5,0.6,0,3,3,5,0,0,0,3,3.1,-10
108,30,2005-01-03,20.004,CLE,CHA,W,41.0,11,19,0.579,0,3,0.0,4,6,0.667,2,6,8,6,2,0,1,26,23.5,14
109,31,2005-01-05,20.006,CLE,ATL,W,40.0,7,14,0.5,2,5,0.4,4,6,0.667,1,5,6,9,1,1,2,20,18.8,10
110,32,2005-01-08,20.009,CLE,NYK,W,32.0,10,14,0.714,0,0,,2,2,1.0,1,2,3,4,0,2,8,22,12.9,5
111,33,2005-01-11,20.012,CLE,CHA,W,49.0,11,24,0.458,2,5,0.4,5,7,0.714,1,7,8,9,2,1,8,29,19.2,7
112,34,2005-01-13,20.014,CLE,LAL,L,44.0,12,26,0.462,1,4,0.25,3,4,0.75,3,10,13,9,1,1,4,28,22.9,-1
113,35,2005-01-15,20.016,CLE,UTA,W,41.0,9,20,0.45,0,1,0.0,9,14,0.643,1,7,8,5,5,0,3,27,22.1,11
114,36,2005-01-16,20.017,CLE,SEA,L,44.0,14,30,0.467,3,7,0.429,4,6,0.667,2,3,5,11,4,1,1,35,30.9,-7
115,37,2005-01-19,20.02,CLE,POR,W,44.0,11,16,0.688,1,1,1.0,4,6,0.667,1,10,11,10,4,0,2,27,30.5,0
116,38,2005-01-20,20.021,CLE,SAC,L,37.0,9,19,0.474,0,1,0.0,0,1,0.0,1,7,8,6,1,0,3,18,12.9,-24
117,39,2005-01-22,20.023,CLE,GSW,W,43.0,13,24,0.542,0,1,0.0,2,2,1.0,1,11,12,10,1,1,3,28,25.7,19
118,40,2005-01-24,20.025,CLE,WAS,L,48.0,12,26,0.462,1,1,1.0,6,10,0.6,4,6,10,8,2,1,5,31,22.7,-9
119,41,2005-01-26,20.027,CLE,MEM,W,42.0,10,16,0.625,4,6,0.667,3,4,0.75,1,8,9,15,3,2,5,27,32.0,7
120,42,2005-02-01,20.033,CLE,ORL,L,43.0,10,20,0.5,0,3,0.0,8,13,0.615,2,3,5,7,0,1,3,28,20.1,-3
121,43,2005-02-03,20.035,CLE,MIA,L,46.0,11,23,0.478,1,3,0.333,8,12,0.667,2,0,2,10,3,0,2,31,26.3,-8
